RAh,RAm,RAs,DEg,DEm,Des,Mag,Name
06,16,58.7, +23,44,27, 6.25, 9 GEM
06,25,29.9, -35,03,50, 6.25,
07,54,29.2, +47,23,10, 6.25, 25 LYN
08,00,48.0, +19,48,58, 6.25,
07,56,50.7, -59,07,35, 6.25,
08,46, 6.9, -11,00,23, 6.25,
08,50,32.1, +33,17,06, 6.25,
08,53, 5.9, +59,03,22, 6.25,
08,59,15.6, -28,48,22, 6.25,
09,15,14.6, -45,33,20, 6.25,
09,33,59.0, +23,27,13, 6.25,
10,11,17.7, -07,18,59, 6.25,
10,15, 7.6, +59,59,07, 6.25,
10,13,19.4, -27,01,44, 6.25,
10,46,16.8, -60,36,12, 6.25,
11,27,53.6, -01,42,01, 6.25,
12,24,44.7, -41,23,03, 6.25,
12,38,52.5, -67,11,35, 6.25,
12,53,49.6, +12,25,07, 6.25, 41 VIR
13,12,25.3, +80,28,16, 6.25,
14,16,32.7, +20,07,17, 6.25,
14,42, 3.1, +61,15,43, 6.25,
15,32, 4.3, -38,37,23, 6.25,
15,40,10.3, +12,03,11, 6.25,
16,02,52.3, -62,32,29, 6.25,
16,08, 4.8, +17,03,16, 6.25, KA HER
16,12,56.4, -04,13,15, 6.25,
16,54,10.5, -01,36,44, 6.25,
17,16,35.7, -74,31,59, 6.25,
18,21,31.3, -24,54,54, 6.25,
18,39,33.0, +40,56,06, 6.25,
18,49,37.0, +00,50,09, 6.25,
19,15,33.1, -24,10,45, 6.25,
19,16,32.7, -33,31,18, 6.25,
19,24,22.0, +16,56,16, 6.25, 2 SGE
19,29,17.9, +00,14,46, 6.25,
19,30,46.8, +36,13,43, 6.25,
19,39,41.9, -45,16,41, 6.25,
19,48,55.0, -52,53,17, 6.25,
19,51,17.6, +09,37,49, 6.25,
20,26,52.8, -37,24,11, 6.25,
20,28, 7.4, +08,26,15, 6.25,
20,37,54.5, +18,16,09, 6.25,
20,59,36.0, -19,02,07, 6.25, 20 CAP
21,03,10.1, -27,43,55, 6.25,
21,03, 2.9, +01,31,55, 6.25,
21,09,32.9, -20,33,23, 6.25, 27 CAP
21,33,17.8, +45,51,15, 6.25,
21,37,33.7, -00.001,23,25, 6.25,
22,32,46.8, +15,51,46, 6.25,
22,45,28.1, +19,22,00, 6.25, 45 PEG
23,27,14.7, +01,07,21, 6.25, 9 PSC
23,29,32.0, -04,31,58, 6.25,
00,01,43.8, +42,22,02, 6.25,
00,02,57.5, -20,02,46, 6.25,
00,04,55.9, +26,38,56, 6.25,
00,28,56.5, +36,54,00, 6.26,
00,28,43.0, -50,31,58, 6.26,
01,16,30.7, +79,54,36, 6.26,
01,24,41.8, -44,31,43, 6.26,
01,52,50.7, +51,28,29, 6.26,
01,54,57.4, +37,07,42, 6.26,
02,43,26.6, -66,42,52, 6.26,
03,11,16.7, -16,01,31, 6.26,
04,05,56.5, -08,51,21, 6.26,
04,31,24.0, +40,00,37, 6.26,
04,48, 6.9, +55,36,09, 6.26,
04,49,42.2, -13,46,10, 6.26,
05,37,16.2, +66,41,46, 6.26,
05,36,10.2, -28,42,29, 6.26,
06,24, 2.3, +08,53,05, 6.26,
06,53, 7.6, +44,50,21, 6.26,
06,54, 2.2, -50,36,42, 6.26,
06,59,39.2, -21,36,12, 6.26,
07,33,13.4, -40,03,32, 6.26,
08,07, 9.9, +43,15,38, 6.26, 28 LYN
08,09,47.6, -42,38,26, 6.26,
08,55,19.2, -45,02,30, 6.26,
09,15,21.2, +84,10,51, 6.26,
09,27,51.2, +75,05,56, 6.26,
09,29,32.4, -04,14,50, 6.26,
10,41,24.1, -01,44,29, 6.26, 33 SEX
10,44,19.4, -70,51,35, 6.26,
11,45,12.5, -49,04,11, 6.26,
11,48,23.4, -10,18,48, 6.26,
11,56,43.8, -47,04,21, 6.26,
12,15,30.4, -41,54,47, 6.26,
12,26,48.1, -48,54,47, 6.26,
12,33, 2.8, +10,17,44, 6.26, 20 VIR
12,33,22.3, -19,47,31, 6.26,
12,39,55.6, -66,30,41, 6.26,
12,47,33.3, -06,18,07, 6.26,
12,54,13.0, +33,32,04, 6.26,
13,04,48.0, -41,11,48, 6.26,
13,20,41.5, +02,56,30, 6.26,
13,50,27.6, +58,32,22, 6.26,
14,03,36.7, +07,32,47, 6.26,
14,33,38.3, +79,39,37, 6.26,
15,55,39.7, +18,37,14, 6.26,
16,37,47.9, +13,41,14, 6.26,
16,40,34.4, -20,24,31, 6.26,
17,01,51.1, -18,53,08, 6.26, 29 OPH
17,37,26.7, -38,03,56, 6.26,
17,39, 8.4, +02,01,41, 6.26,
18,00,57.1, +15,05,36, 6.26,
18,36,45.5, +43,13,18, 6.26,
19,21,37.0, -19,14,03, 6.26,
19,19,36.3, +54,22,34, 6.26,
19,40,18.1, -54,25,03, 6.26,
19,44,34.0, +13,18,10, 6.26, PS AQL
20,07,34.9, -55,00,59, 6.26,
20,04,44.5, +63,53,26, 6.26,
20,11,21.0, +21,52,32, 6.26,
22,25,40.6, +18,26,40, 6.26,
23,07,47.6, +63,38,01, 6.26,
23,37,39.7, +16,49,32, 6.26, 74 PEG
23,41,26.8, +49,30,45, 6.26,
23,57, 8.2, -26,37,25, 6.26,
23,58,21.1, -15,50,51, 6.26, 1 CET
00,48,56.6, -46,41,52, 6.27,
00,53,47.5, +52,41,21, 6.27,
01,27, 6.1, +34,22,39, 6.27,
01,44,55.8, +20,04,59, 6.27, 109 PSC
03,08,21.1, +18,47,42, 6.27, 54 ARI
03,13, 1.5, -35,56,38, 6.27,
03,39,24.8, +75,44,23, 6.27,
04,20,38.6, -06,14,45, 6.27,
04,27, 0.8, +57,35,07, 6.27,
05,05, 0.6, -54,24,28, 6.27,
05,06, 9.6, -73,02,15, 6.27,
05,15,27.6, +22,17,05, 6.27, 108 TAU
05,24,46.1, -52,18,59, 6.27, TH PIC
05,33,38.0, +34,43,33, 6.27,
05,35,55.4, +27,39,44, 6.27,
06,08,34.5, -44,21,22, 6.27,
06,09,47.1, -26,42,03, 6.27,
06,26,44.8, -07,30,41, 6.27,
06,23, 1.3, -63,41,00, 6.27,
06,24,55.7, -63,49,40, 6.27,
06,44,11.6, +53,17,47, 6.27,
06,57,25.6, +11,54,27, 6.27,
06,58,39.0, +07,37,19, 6.27,
06,58,39.6, -55,43,45, 6.27,
07,00,42.6, -28,29,22, 6.27,
07,36,16.6, -08,18,41, 6.27,
07,38,14.4, +24,21,37, 6.27,
08,09,23.0, +42,25,50, 6.27,
08,08,42.4, +13,38,27, 6.27, 12 CNC
08,18,15.7, +54,08,36, 6.27,
09,02, 6.3, -39,24,09, 6.27,
09,29, 2.2, -01,15,25, 6.27,
09,31,32.9, -66,43,10, 6.27,
09,55, 3.3, +61,06,58, 6.27,
10,05,15.1, -36,23,02, 6.27,
10,08,35.4, -15,36,42, 6.27,
10,23,13.1, -30,09,44, 6.27,
10,23,40.4, -41,57,11, 6.27,
10,44,14.5, +19,45,31, 6.27,
10,44,26.6, -72,26,38, 6.27,
11,17,11.8, -38,00,52, 6.27,
11,19,36.4, -75,08,32, 6.27,
11,38,32.2, +33,37,32, 6.27,
11,41,43.5, +55,10,20, 6.27,
11,51, 9.3, +33,22,30, 6.27,
12,04,28.1, +85,35,13, 6.27,
12,19,19.1, +23,02,04, 6.27, 8 COM
12,48,41.7, +48,28,01, 6.27, 11 CVN
13,39,40.7, -39,44,53, 6.27,
14,02,12.0, +45,45,13, 6.27,
14,23,15.2, +01,14,30, 6.27,
14,25,28.9, +38,23,35, 6.27,
15,06,13.8, -36,15,51, 6.27,
15,25,53.2, +19,28,51, 6.27,
16,57, 3.9, -19,32,24, 6.27,
17,19,30.2, -50,03,47, 6.27,
18,42,14.0, -81,48,28, 6.27,
18,28, 6.1, -26,45,26, 6.27,
19,16,28.5, -69,11,26, 6.27, TA PAV
19,15,19.2, +50,04,15, 6.27,
19,35,33.5, -12,15,10, 6.27,
19,43,39.4, +57,02,33, 6.27,
20,12,35.1, +00,52,03, 6.27,
20,19, 2.9, -63,13,52, 6.27,
20,16, 3.3, +38,53,52, 6.27,
20,20,32.2, -55,03,05, 6.27,
20,21,40.9, -49,59,59, 6.27,
20,30, 0.5, +72,31,54, 6.27,
20,47, 3.5, -02,29,13, 6.27,
20,47,52.7, +52,24,26, 6.27,
21,10,46.8, -09,21,14, 6.27,
21,13,28.7, +15,58,57, 6.27,
22,05,51.1, +48,13,55, 6.27,
22,10,21.0, -03,53,39, 6.27,
23,15,46.2, +28,14,53, 6.27, 61 PEG
00,49,33.3, -23,21,43, 6.28,
01,32,36.3, -49,43,40, 6.28,
02,06,29.3, +00,02,06, 6.28,
02,23,51.7, +55,21,52, 6.28,
03,08,38.6, +08,28,15, 6.28,
03,27,18.6, +12,44,06, 6.28,
04,09,27.6, +59,54,29, 6.28,
04,53, 5.6, -72,24,27, 6.28,
05,24,38.3, +31,13,26, 6.28,
05,55,35.3, -04,47,18, 6.28,
06,41,21.8, +16,23,51, 6.28,
06,48,12.2, +55,42,15, 6.28,
07,34, 5.1, +10,34,06, 6.28,
07,34,39.5, -51,28,29, 6.28,
08,01,31.5, -55,27,18, 6.28,
08,08,24.6, -63,48,04, 6.28,
08,33,45.0, +13,15,26, 6.28,
09,19,32.5, -55,11,12, 6.28,
09,25,44.1, +63,56,27, 6.28,
09,56,46.5, -26,33,01, 6.28,
10,12, 2.9, -28,36,23, 6.28,
10,36,21.3, +36,19,36, 6.28, 35 LMI
10,45, 9.4, +02,29,17, 6.28, 36 SEX
11,29,43.5, +56,44,15, 6.28,
12,00,42.4, -21,50,13, 6.28,
12,15,19.8, +87,42,00, 6.28,
13,09,41.9, +38,32,01, 6.28, 15 CVN
13,13,26.8, -18,49,36, 6.28, 54 VIR
13,27,20.7, -49,22,51, 6.28,
14,04,26.9, -14,58,18, 6.28,
14,04,37.4, +02,17,51, 6.28,
14,45,13.6, +32,47,18, 6.28,
15,09,25.4, -63,38,34, 6.28,
15,14,50.6, -05,30,10, 6.28,
15,18, 9.2, -41,03,39, 6.28,
15,20,40.7, -67,28,53, 6.28,
15,22,23.2, +12,34,02, 6.28, 7 SER
17,05, 5.2, -45,30,06, 6.28,
17,07,46.6, +40,30,58, 6.28,
17,24,27.0, +36,57,07, 6.28,
17,35,34.8, -59,50,46, 6.28,
17,40,41.0, +31,17,15, 6.28,
18,01,23.0, -17,09,25, 6.28, 6 SGR
18,07,11.2, -21,26,38, 6.28,
18,30,14.3, -05,43,28, 6.28,
18,39,51.5, +07,21,30, 6.28,
18,52, 7.0, +41,23,00, 6.28,
19,43,55.8, +27,08,09, 6.28,
19,58,56.3, -30,32,17, 6.28,
20,04,53.2, +68,01,38, 6.28,
20,41,24.0, -26,00,00, 6.28,
21,39, 6.0, -33,40,45, 6.28,
21,46,23.9, +25,33,48, 6.28,
22,02,11.7, -17,54,13, 6.28,
22,36,29.2, -40,34,58, 6.28, SI1 GRU
22,47,19.0, -34,09,40, 6.28,
22,57,32.7, +03,48,38, 6.28,
23,01,23.0, -22,47,27, 6.28,
23,53, 4.7, +02,05,26, 6.28, 25 PSC
00,05, 3.7, -00.001,30,12, 6.29,
01,03,17.5, -29,31,33, 6.29,
01,09,12.3, +80,00,42, 6.29,
01,23,37.4, +34,14,45, 6.29,
02,13,21.3, +74,01,41, 6.29,
02,57,13.0, -29,51,19, 6.29,
03,36,30.4, -78,19,23, 6.29,
04,24,12.2, -57,04,17, 6.29,
05,00,13.4, -78,18,01, 6.29,
05,30,43.3, +22,27,45, 6.29,
05,47,14.7, +42,31,37, 6.29,
05,50,56.3, +51,30,52, 6.29,
06,30, 3.1, -65,34,06, 6.29,
06,42,16.3, -38,23,55, 6.29,
06,50,42.3, -08,02,28, 6.29,
06,55,34.6, +08,19,29, 6.29,
06,56,45.6, -35,20,30, 6.29,
07,17,31.7, -06,40,48, 6.29,
08,03,29.4, -42,56,55, 6.29,
08,17,31.6, +08,51,58, 6.29,
08,42,20.9, -55,46,27, 6.29,
08,57,58.7, +30,14,01, 6.29, 61 CNC
09,13,18.5, -42,16,25, 6.29,
09,25,32.4, +16,35,09, 6.29,
10,36, 4.5, -26,40,30, 6.29,
11,37, 1.2, -32,59,17, 6.29,
12,15,41.3, +72,33,03, 6.29,
12,33,34.1, +24,16,59, 6.29, 22 COM
13,40,21.2, +57,12,27, 6.29,
14,52,33.0, -30,34,37, 6.29,
14,57,13.5, -29,09,28, 6.29,
15,54,40.2, +08,34,49, 6.29, 40 SER
15,56,13.8, -31,47,09, 6.29,
16,05,37.8, +08,05,46, 6.29,
16,11,39.6, +33,20,33, 6.29,
16,19, 7.6, -20,13,04, 6.29,
16,28,43.3, +51,24,27, 6.29,
16,50,36.0, +41,53,48, 6.29,
17,06,53.2, -26,30,47, 6.29,
17,10,30.6, +52,24,32, 6.29,
17,22,51.2, -02,23,18, 6.29,
17,57,57.7, -39,08,13, 6.29,
17,56,55.9, +06,29,16, 6.29,
18,06,53.3, +50,49,23, 6.29,
18,15,32.4, +45,12,34, 6.29,
18,37, 8.9, +16,11,54, 6.29,
18,52,28.4, -26,39,01, 6.29,
18,59,58.0, +22,48,53, 6.29,
19,07, 8.4, -18,44,16, 6.29,
19,33,10.0, +60,09,31, 6.29,
19,53, 1.1, +47,48,27, 6.29,
20,01,26.3, -40,48,51, 6.29,
20,17,29.0, +42,43,19, 6.29,
20,42,52.9, -39,33,32, 6.29,
20,48,42.6, +51,54,38, 6.29,
21,20,14.0, +22,01,35, 6.29,
21,49,26.7, +20,27,45, 6.29,
21,47, 0.9, +70,09,03, 6.29,
22,26,10.6, -23,40,57, 6.29,
22,28,19.6, +64,05,09, 6.29,
22,35,53.3, +50,04,16, 6.29,
22,59,10.2, +52,39,16, 6.29,
23,00,24.5, -25,37,36, 6.29,
23,31,41.9, -21,22,10, 6.29, 100 AQR
00,00,19.1, -44,17,26, 6.29,
00,03,51.8, +66,42,44, 6.29,
07,32,22.2, -35,57,40, 6.3 ,
00,13,23.9, +26,59,14, 6.30,
00,32,49.0, +28,16,49, 6.30,
01,13,45.2, +07,34,42, 6.30, ZE PSC
02,32,14.7, -36,25,39, 6.30,
02,38,27.7, +38,05,22, 6.30,
02,42,28.9, +10,44,30, 6.30,
02,47, 3.5, +35,33,18, 6.30,
03,38,19.6, +56,55,58, 6.30,
03,44,33.8, -54,16,27, 6.30,
03,51,15.8, +13,02,45, 6.30,
03,58,29.1, +38,50,25, 6.30,
04,36,50.9, -30,43,00, 6.30,
06,11,46.0, +52,38,50, 6.30,
06,43,23.3, -39,11,35, 6.30,
06,53,13.3, +38,26,16, 6.30, 60 AUR
06,52,22.8, -05,18,58, 6.30,
07,00,17.9, -05,22,01, 6.30,
07,19,13.6, -33,43,38, 6.30,
07,35,56.0, +43,01,52, 6.30,
08,04,42.9, -62,50,10, 6.30,
08,26,47.0, +26,56,07, 6.30, PH2 CNC
08,30,39.1, -44,44,14, 6.30,
08,34,29.2, -37,36,41, 6.30,
08,40,26.9, +19,32,42, 6.30, EP CNC
08,48, 0.2, -52,51,02, 6.30,
09,23,27.4, -60,18,09, 6.30,
09,52,57.9, -27,19,56, 6.30,
09,57,56.8, +45,24,51, 6.30,
09,58,26.0, +27,45,32, 6.30,
10,16,40.2, -51,12,18, 6.30,
10,18,37.7, -36,48,17, 6.30,
10,35,24.6, -76,18,32, 6.30,
10,55,37.2, +24,44,56, 6.30, 54 LEO
11,06, 5.7, -51,12,45, 6.30,
11,11,43.6, +14,24,01, 6.30,
11,53,50.2, +00,33,07, 6.30,
12,25,17.3, -65,46,14, 6.30,
12,52,27.5, +16,07,20, 6.30,
13,42,28.7, +41,40,26, 6.30,
14,03,53.0, -22,25,19, 6.30,
14,03,32.2, +10,47,12, 6.30,
14,40,32.4, -56,26,25, 6.30,
14,47,32.0, -43,33,27, 6.30,
15,10,44.6, -61,25,21, 6.30,
15,13,31.8, +22,59,00, 6.30,
15,21, 1.2, -15,32,54, 6.30, OK LIB
16,11,58.5, -19,26,59, 6.30, NY SCO
16,36,42.9, +15,29,53, 6.30,
16,31,27.9, +72,36,43, 6.30,
17,04,45.2, -20,29,41, 6.30,
17,06,11.6, -21,33,53, 6.30,
17,12,16.4, -38,49,20, 6.30,
17,43,46.9, -07,04,46, 6.30,
17,57,14.2, +23,59,45, 6.30,
18,01,48.1, -36,22,40, 6.30,
18,18,39.9, -42,17,18, 6.30,
18,18, 2.8, +13,46,36, 6.30,
18,19,56.0, +51,20,52, 6.30,
18,25,54.5, -33,56,43, 6.30,
18,58,59.5, +50,48,34, 6.30,
19,02,21.5, +08,22,27, 6.30,
19,08,14.5, -24,39,25, 6.30,
19,11,18.8, -29,30,08, 6.30,
19,30,34.4, -55,06,36, 6.30, MY TEL
20,15,50.6, -30,00,20, 6.30,
20,20,28.0, -29,11,50, 6.30,
20,23, 0.8, -09,39,18, 6.30,
20,46,38.4, +46,31,55, 6.30,
21,44,29.4, -38,33,09, 6.30,
22,11,56.8, +59,05,05, 6.30,
22,37, 4.6, +12,34,38, 6.30,
22,36,48.7, +35,39,09, 6.30,
22,44,16.5, -60,29,58, 6.30,
22,47,56.2, -25,54,43, 6.30,
23,06,31.9, +19,54,39, 6.30,
00,13,44.2, -26,17,06, 6.31,
01,20,19.4, +77,34,15, 6.31,
01,26, 8.7, +34,34,47, 6.31,
01,29,30.3, -46,45,23, 6.31,
02,06,12.2, +08,14,51, 6.31,
02,10, 7.7, +53,50,35, 6.31,
02,22,11.9, -43,11,59, 6.31,
02,53,11.6, +16,29,00, 6.31,
02,59,38.2, -32,30,27, 6.31,
03,08, 3.9, +52,12,48, 6.31,
03,15,46.9, +32,51,24, 6.31,
03,56,30.2, +71,49,20, 6.31,
04,06,36.5, +54,00,31, 6.31,
04,15,29.1, +06,11,12, 6.31,
04,19,37.5, +10,07,17, 6.31,
05,03,53.9, -41,44,42, 6.31,
05,36,54.8, -66,33,37, 6.31,
05,43, 9.2, -01,36,47, 6.31,
05,54,15.6, +03,13,31, 6.31,
06,10,39.8, -45,16,55, 6.31,
06,21,25.7, +02,16,07, 6.31,
06,24,44.4, -40,17,03, 6.31,
06,44,12.5, +36,06,34, 6.31,
07,00, 8.1, -20,09,32, 6.31,
07,25,22.0, +81,15,27, 6.31,
07,23,58.2, -35,50,16, 6.31,
07,25,43.0, -31,44,19, 6.31,
07,47, 5.8, -39,19,54, 6.31,
07,52, 7.1, +03,16,38, 6.31,
08,01,43.7, +25,05,23, 6.31, OM2 CNC
08,32,53.4, +69,19,11, 6.31,
08,36,48.7, +74,43,24, 6.31,
09,08, 4.1, +32,32,26, 6.31,
09,13,25.8, -38,36,59, 6.31,
09,24,55.6, +51,34,26, 6.31,
09,35,33.7, -19,35,01, 6.31,
09,39,47.3, -10,34,13, 6.31, 37 HYA
09,50,23.6, +65,35,35, 6.31,
10,52,36.0, -00.001,12,07, 6.31,
11,16,27.7, -45,52,48, 6.31,
11,36,40.7, -37,14,16, 6.31,
12,01, 1.7, -01,46,05, 6.31,
12,48,47.0, +24,50,24, 6.31,
12,57,33.1, -22,45,14, 6.31,
13,04,49.6, +73,01,31, 6.31,
13,27, 6.2, -49,08,37, 6.31,
14,15,38.6, -45,00,03, 6.31,
15,43,24.7, -15,02,36, 6.31,
15,57, 3.7, -48,09,43, 6.31,
15,58,30.6, -37,30,11, 6.31,
15,55,49.6, +58,54,42, 6.31,
15,57,29.7, +39,41,43, 6.31,
16,14,13.4, +05,54,07, 6.31,
17,01,32.9, +14,56,58, 6.31,
18,11, 6.9, +60,24,35, 6.31,
18,17,24.0, -09,45,31, 6.31,
18,24,42.0, -07,04,31, 6.31,
18,27,43.7, -26,38,05, 6.31,
18,43,51.2, -06,49,07, 6.31,
18,44,40.1, +23,35,23, 6.31,
18,53,12.0, -51,55,52, 6.31,
18,57,34.6, -39,49,24, 6.31,
19,02, 6.9, +52,15,40, 6.31,
19,18,37.6, +49,34,11, 6.31,
19,19,38.8, +37,19,50, 6.31,
19,20,33.0, +35,11,10, 6.31,
19,25,22.3, +20,16,17, 6.31,
20,08,38.1, +10,43,32, 6.31,
20,18,55.8, -47,42,39, 6.31,
20,15,43.3, +50,13,58, 6.31,
21,03, 1.7, +14,43,48, 6.31,
21,18, 0.2, -64,40,54, 6.31,
21,24,20.7, -46,36,54, 6.31,
21,35,18.9, +28,11,51, 6.31,
21,49,41.0, -12,43,23, 6.31,
22,39,43.9, -28,19,32, 6.31,
22,40,47.9, -03,33,15, 6.31,
22,57,17.1, -04,48,36, 6.31,
23,14,14.2, +50,37,05, 6.31,
23,23,31.9, +00,17,29, 6.31,
23,46, 1.1, -40,10,57, 6.31,
23,56,29.8, -24,44,13, 6.31,
00,57,54.4, +13,41,45, 6.32,
01,47,47.9, +46,13,47, 6.32,
01,47,47.7, -37,09,35, 6.32,
02,10, 4.8, -43,48,56, 6.32,
02,52,50.4, -09,26,28, 6.32,
03,26,11.6, -41,38,13, 6.32,
03,51,41.8, +68,30,27, 6.32,
04,00,36.8, +17,17,48, 6.32,
04,12,51.6, +68,30,06, 6.32,
04,15,46.2, +15,24,02, 6.32, 48 TAU
05,00,39.7, -02,03,57, 6.32,
05,13,47.2, +00,33,37, 6.32,
05,24,36.1, +02,21,10, 6.32,
05,34,57.6, -61,10,33, 6.32,
05,47,18.6, -35,40,29, 6.32,
05,56,33.7, +28,56,32, 6.32,
06,19, 1.8, +17,19,30, 6.32,
06,28,42.3, -41,04,28, 6.32,
06,54,26.7, -42,21,56, 6.32,
07,15,47.5, -23,44,26, 6.32,
07,16,57.1, -30,53,48, 6.32,
07,49,28.1, -44,45,07, 6.32,
07,51,20.4, -43,05,44, 6.32,
07,59,12.3, -49,58,36, 6.32,
08,08,56.8, -11,20,24, 6.32,
08,19,15.0, -10,09,57, 6.32,
08,23,17.1, -38,17,09, 6.32,
08,27,36.7, +45,39,11, 6.32,
08,26,46.7, +26,56,04, 6.32, PH2 CNC
08,36, 7.7, +15,18,49, 6.32,
08,43,54.4, -68,12,42, 6.32,
09,15,34.9, -57,34,41, 6.32,
09,56,54.0, -27,28,30, 6.32,
10,10,58.8, +40,39,41, 6.32,
10,19,59.4, -09,03,32, 6.32,
10,24,13.0, +02,22,05, 6.32,
10,29,54.3, +65,37,34, 6.32, 35 UMA
11,06,27.3, -50,57,24, 6.32,
11,26,25.4, +33,27,01, 6.32,
12,25, 6.3, +63,48,10, 6.32,
12,52,12.2, +17,04,25, 6.32, 32 COM
13,09,14.3, -09,32,18, 6.32,
13,40,23.1, +50,31,09, 6.32,
13,56,10.4, +32,01,57, 6.32,
14,17,49.1, +48,00,06, 6.32,
14,26,13.3, -42,19,08, 6.32,
15,13, 0.9, -61,44,38, 6.32,
15,19,30.1, +32,30,55, 6.32,
15,38,15.6, -28,12,24, 6.32,
16,07, 3.3, -14,04,16, 6.32,
16,14,39.0, -18,32,07, 6.32,
16,52,17.3, -67,40,55, 6.32,
16,37,52.7, +78,55,06, 6.32,
16,50,22.2, -02,39,14, 6.32,
16,53,58.7, -41,59,41, 6.32,
16,57,42.2, +24,22,52, 6.32,
17,19,59.4, -05,55,02, 6.32,
17,16,29.3, +60,40,14, 6.32,
18,07, 6.2, +49,42,38, 6.32,
18,23,47.7, +53,18,02, 6.32,
18,33,23.2, -38,43,13, 6.32, KA1 CRA
18,44, 7.6, -36,43,08, 6.32,
18,45,38.0, +79,56,35, 6.32,
19,01,33.4, -15,16,57, 6.32,
19,18,52.6, +09,37,05, 6.32,
19,23, 4.5, -07,24,01, 6.32,
19,27,33.7, +14,16,56, 6.32,
19,36, 8.3, +22,35,07, 6.32,
19,58,34.3, +38,06,20, 6.32,
20,16,22.7, -12,20,14, 6.32, 3 CAP
20,37,31.7, +31,34,21, 6.32, 48 CYG
20,43,13.4, +57,06,51, 6.32,
21,03,43.2, +46,51,43, 6.32,
21,24,23.0, +24,31,44, 6.32,
21,34,16.9, -42,55,31, 6.32,
22,07, 9.5, +58,50,27, 6.32,
22,10,51.5, +30,33,12, 6.32,
23,19,27.3, +34,47,36, 6.32,
23,19,41.5, +48,22,52, 6.32,
23,28, 0.6, -35,32,40, 6.32,
00,02,24.1, +08,57,25, 6.32, 31 PSC
00,09, 2.3, -54,00,07, 6.33,
00,18,42.5, -43,14,07, 6.33,
00,19,41.5, +40,43,47, 6.33,
00,33,19.4, +70,58,55, 6.33,
00,46,39.0, +69,19,31, 6.33,
01,41,21.4, -79,08,54, 6.33, TA1 HYI
02,15,57.8, +47,48,42, 6.33,
02,24,58.3, -02,46,48, 6.33, 71 CET
03,12,26.4, +47,43,34, 6.33,
03,40,11.4, -15,13,34, 6.33,
04,36, 1.6, -03,36,43, 6.33,
04,46,24.1, -02,57,16, 6.33,
05,20,59.3, +27,57,26, 6.33,
05,30,20.6, -07,26,05, 6.33,
05,37,45.7, +33,33,33, 6.33,
06,11, 1.7, +18,07,46, 6.33,
06,24,52.8, +16,03,25, 6.33,
06,48,12.8, +55,42,16, 6.33,
06,49,43.9, -24,04,33, 6.33,
06,50,36.9, -25,46,41, 6.33,
07,13,57.2, -30,20,24, 6.33,
07,45, 9.2, +20,18,58, 6.33, 79 GEM
07,48,19.2, -56,28,16, 6.33,
07,56,22.7, -30,17,07, 6.33,
08,02,25.9, -06,20,14, 6.33,
07,59,40.2, -60,12,27, 6.33,
08,27,16.4, -31,40,23, 6.33,
08,35,24.9, +02,44,37, 6.33,
08,38,40.2, -19,44,14, 6.33,
08,44,10.0, +36,55,05, 6.33,
08,52,24.1, +05,20,24, 6.33,
09,17,42.3, -54,29,42, 6.33,
09,20,55.4, -15,37,04, 6.33,
10,52,27.7, -79,33,34, 6.33,
11,13,40.1, +41,05,19, 6.33,
11,41, 2.6, -83,05,59, 6.33,
12,05,53.3, -65,32,50, 6.33,
12,13,36.6, -33,47,34, 6.33,
12,16,51.5, +86,26,09, 6.33,
12,19,29.5, +28,09,24, 6.33, 9 COM
12,25,37.6, -86,09,01, 6.33,
12,38, 4.3, +03,16,57, 6.33,
12,42, 5.2, -69,24,27, 6.33,
12,44,27.1, +44,06,11, 6.33,
12,52, 5.2, -48,05,39, 6.33,
13,11,53.1, -63,18,10, 6.33,
13,12, 8.3, +24,15,30, 6.33,
13,34,28.9, -48,16,20, 6.33,
13,46,57.0, +06,21,01, 6.33,
14,19,47.6, +38,47,38, 6.33,
14,34,11.7, +32,32,04, 6.33,
14,45,57.7, -15,27,35, 6.33, 5 LIB
15,12,31.2, -48,13,07, 6.33,
15,45,39.6, +00,53,29, 6.33,
16,01,19.5, -31,53,22, 6.33,
16,07,51.8, -24,27,43, 6.33,
16,09, 2.7, +57,56,16, 6.33,
16,17,20.8, -53,05,11, 6.33,
16,24,54.1, -45,20,57, 6.33,
16,56, 8.8, -50,40,30, 6.33,
17,01,59.0, +08,27,02, 6.33,
17,11,45.1, +07,53,41, 6.33,
18,18, 0.9, -68,13,45, 6.33,
18,23, 2.1, -10,13,07, 6.33,
19,29,20.8, +20,16,47, 6.33, 7 VUL
19,58,41.8, +70,22,02, 6.33,
20,25,43.9, +10,03,23, 6.33,
20,46,21.1, +52,59,43, 6.33,
20,49,48.1, +07,51,51, 6.33, 14 DEL
20,49,54.6, +46,39,40, 6.33,
20,53, 1.1, -23,46,59, 6.33,
21,04,45.3, +02,16,12, 6.33,
21,03,52.0, +41,37,42, 6.33,
21,40,33.6, -55,44,15, 6.33,
21,58,13.2, -05,25,30, 6.33,
22,10,22.1, +14,37,48, 6.33,
22,49,59.0, -32,48,19, 6.33,
22,58,42.5, +07,20,23, 6.33,
23,07, 9.4, -49,36,24, 6.33,
23,19, 8.1, -79,28,22, 6.33,
23,49,11.9, +58,57,47, 6.33,
01,17, 5.0, +44,54,07, 6.34,
01,21, 5.2, +64,39,31, 6.34, 35 CAS
01,42,58.3, +61,25,18, 6.34,
